router,latitude,longitude,type
R4107,37.048156,-40.094941,customer
R4108,41.225781,-41.099721,internal
R4109,40.128671,-44.016533,internal
R4110,42.658915,-42.393429,customer
R4111,40.920614,-38.006798,customer
R4112,37.510693,-42.652042,customer
R4113,37.995455,-38.718009,customer
R4114,38.405493,-40.122576,internal
R4115,38.529593,-39.933206,internal
R4116,40.603563,-36.961868,customer
R4117,42.550613,-41.252163,internal
R4118,37.170336,-39.618652,customer
R4119,37.550709,-42.036756,customer
R4120,36.703246,-38.319749,customer
R4121,41.162942,-37.629984,customer
R4122,37.026971,-43.188391,internal
R4123,40.262173,-44.569457,internal
R4124,43.827232,-41.306676,customer
R4125,39.914534,-43.982972,internal
R4126,41.562263,-41.355572,customer
R4127,41.528212,-41.657843,customer
R4128,38.609020,-43.029778,customer
R4129,36.954889,-39.414106,customer
R4130,38.541198,-40.062133,internal
R4131,37.425475,-42.118521,customer
R4132,29.554786,-124.806124,internal
R4133,42.701200,-37.989734,customer
R4134,41.638520,-41.328308,internal
R4135,42.190464,-42.289505,customer
R4136,39.827341,-38.637316,customer
R4137,40.229432,-36.279895,customer
R4138,42.518542,-41.016988,customer
R4139,42.511025,-39.579788,customer
R4140,39.777512,-44.968118,customer
R4141,41.871113,-37.721562,internal
R4142,41.302970,-42.550678,customer
R4143,37.782118,-40.975789,customer
R4144,38.037008,-40.342707,internal
R4145,38.801918,-42.475682,customer
R4146,37.424679,-42.260941,customer
R4147,38.603497,-39.984428,customer
R4148,40.207572,-44.345347,internal
R4149,40.010218,-44.196907,customer
R4150,37.502709,-38.360005,customer
R4151,41.476738,-37.695759,internal
R4152,41.081768,-42.542177,customer
R4153,37.361031,-38.540254,customer
R4154,41.349054,-41.975258,customer
R4155,43.355022,-41.998941,customer
R4156,36.690121,-40.675111,internal
R4157,37.273718,-39.833403,customer
R4158,40.447645,-44.119498,customer
R4159,37.648889,-42.850178,customer
R4160,39.009833,-38.889271,customer
R4161,38.841680,-40.101039,customer
R4162,40.231368,-36.447417,customer
R4163,36.810360,-39.618762,customer
R4164,38.470012,-42.487694,internal
R4165,41.871947,-46.061634,internal
R4166,42.472278,-43.429467,internal
R4167,40.096186,-42.672498,internal
R4168,36.729256,-39.743035,customer
R4169,37.157082,-39.239615,customer
R4170,38.407274,-42.087366,customer
R4171,38.514124,-42.503268,customer
R4172,41.398704,-37.456034,customer
R4173,39.282384,-40.629894,customer
R4174,40.332860,-43.122429,customer
R4175,39.316386,-39.502440,internal
R4176,40.659045,-43.117135,customer
R4177,38.502911,-40.935688,customer
R4178,38.118365,-40.034483,customer
R4179,42.866103,-39.614707,internal
R4180,41.178924,-37.429113,customer
R4181,40.743960,-44.003525,internal
R4182,39.106661,-39.801366,customer
R4183,38.165306,-42.064108,customer
R4184,42.702147,-42.504354,internal
R4185,39.369887,-43.581910,customer
R4186,40.317718,-44.290225,customer
R4187,39.289647,-42.431335,internal
R4188,42.682863,-39.791137,internal
R4189,40.083057,-44.013599,customer
R4190,37.525401,-42.927988,customer
R4191,39.726129,-43.250236,customer
R4192,37.613268,-42.170237,internal
R4193,41.935383,-41.777785,internal
R4194,40.185291,-44.082324,internal
R4195,40.774247,-36.908319,internal
R4196,41.149351,-42.237651,customer
R4197,41.639067,-42.750389,customer
R4198,39.673932,-42.423419,internal
R4199,40.173247,-41.930654,customer
R4200,42.260695,-37.822688,customer
R4201,39.875524,-43.539695,internal
R4202,39.773999,-40.291066,customer
R4203,37.384215,-38.123884,customer
R4204,37.663445,-41.757077,internal
R4205,40.747841,-41.263725,customer
R4206,40.560401,-43.532825,customer
R4207,42.807614,-41.043870,customer
R4208,37.855825,-42.909855,customer
R4209,41.012988,-43.393720,customer
R4210,42.168568,-39.813670,internal
R4211,38.374905,-44.080663,customer
R4212,42.098796,-43.618169,internal
R4213,40.983399,-42.130094,customer
R4214,37.219046,-38.312407,customer
R4215,40.162906,-44.158520,internal
R4216,41.759234,-37.822944,customer
R4217,43.736034,-41.755562,customer
R4218,42.260346,-41.249378,internal
R4219,40.574548,-43.849133,customer
R4220,38.406702,-40.029942,customer
R4221,38.754669,-44.415053,customer
R4222,37.175849,-42.410279,customer
R4223,37.722334,-42.490053,customer
R4224,42.928371,-38.991282,internal
R4225,38.959763,-39.837181,customer
R4226,40.551539,-38.736019,internal
R4227,43.369377,-40.949303,customer
R4228,37.733348,-41.662276,internal
R4229,37.662979,-42.235907,customer
R4230,39.369348,-42.340235,customer
R4231,41.345921,-40.004196,customer
R4232,38.533872,-42.413375,internal
R4233,40.414493,-43.959142,customer
R4234,40.917651,-40.666457,customer
R4235,38.054049,-41.708556,customer
R4236,39.926834,-38.371493,internal
R4237,37.363182,-38.016918,customer
R4238,40.089993,-44.278917,customer
R4239,40.081612,-37.316696,customer
R4240,40.650021,-44.554645,customer
R4241,37.727230,-39.614183,customer
R4242,38.870832,-44.017496,internal
R4243,42.763735,-43.775831,customer
R4244,37.139109,-39.311535,internal
R4245,38.831596,-41.158163,customer
R4246,40.386351,-43.697446,customer
R4247,38.821993,-42.488677,customer
R4248,37.772375,-41.270551,customer
R4249,42.227778,-37.442883,customer
R4250,40.416940,-39.265000,customer
R4251,41.702834,-39.097301,customer
R4252,42.684480,-41.149036,customer
R4253,37.665032,-41.500223,customer
R4254,39.645384,-44.080136,internal
R4255,37.027681,-39.314540,internal
R4256,41.433475,-42.834447,internal
R4257,40.037697,-43.881832,customer
R4258,39.314502,-42.478933,internal
R4259,42.077723,-42.558182,customer
R4260,38.862458,-40.890812,customer
R4261,42.689020,-41.942719,customer
R4262,40.282445,-44.103766,internal
R4263,42.077128,-40.813954,internal
R4264,38.192191,-43.468473,customer
R4265,42.359866,-41.177668,customer
R4266,39.353303,-42.488331,customer
R4267,39.519823,-42.296357,customer
R4268,41.527088,-37.508726,internal
R4269,41.311216,-41.295563,customer
R4270,40.133717,-41.684811,customer
R4271,40.138680,-43.022608,customer
R4272,37.215424,-39.434503,internal
R4273,41.729846,-41.317624,customer
R4274,38.129477,-40.801843,customer
R4275,38.773778,-42.018848,internal
R4276,41.455336,-37.632381,customer
R4277,40.413931,-43.718613,customer
R4278,37.754963,-42.249583,customer
R4279,38.885046,-42.795666,customer
R4280,39.164636,-43.928657,customer
R4281,38.740814,-41.097550,internal
R4282,38.675245,-40.050449,internal
R4283,41.316484,-40.337038,internal
R4284,36.807429,-39.088902,internal
R4285,42.307090,-41.053290,internal
R4286,37.689725,-41.678537,customer
R4287,41.934770,-37.677702,internal
R4288,40.551028,-41.578783,customer
R4289,40.464627,-44.000370,customer
R4290,42.460508,-41.371708,internal
R4291,37.039578,-34.607658,internal
R4292,42.471096,-37.818322,internal
R4293,40.982410,-40.771110,customer
R4294,42.810590,-37.399416,customer
R4295,41.443197,-37.454791,customer
R4296,37.980097,-43.131316,customer
R4297,39.341275,-41.299260,customer
R4298,39.966893,-38.171178,customer
R4299,39.331213,-43.754833,internal
R4300,38.853782,-42.371083,internal
R4301,41.727167,-42.442096,customer
R4302,38.503887,-40.068270,internal
R4303,40.481857,-43.101492,customer
R4304,40.578276,-40.946486,internal
R4305,40.509150,-43.167411,customer
R4306,43.006901,-39.190939,customer
R4307,41.560523,-40.499492,customer
R4308,39.074215,-42.300938,customer
R4309,40.114779,-43.148866,customer
R4310,40.513137,-40.453256,customer
R4311,37.949928,-41.644997,customer
R4312,36.953322,-40.805141,customer
R4313,40.978789,-42.094095,customer
R4314,41.458924,-30.462843,internal
R4315,32.534533,-130.443670,internal
R4316,42.985140,-40.350451,customer
R4317,41.718785,-37.608123,customer
R4318,40.724721,-43.941579,customer
R4319,41.602529,-41.372589,internal
R4320,40.073966,-36.633355,customer
R4321,37.753130,-41.607186,customer
R4322,36.687999,-43.402347,internal
R4323,40.280728,-43.045201,customer
R4324,38.441508,-39.948268,customer
R4325,41.146728,-42.323804,customer
R4326,39.899861,-44.649642,customer
R4327,39.941232,-44.133283,customer
R4328,37.879950,-39.876632,customer
R4329,40.325809,-38.846580,customer
R4330,40.347568,-43.524419,customer
R4331,38.224864,-42.310636,customer
R4332,38.012622,-41.766868,internal
R4333,42.340796,-40.698157,customer
R4334,41.334760,-37.355969,internal
R4335,40.499824,-43.716131,internal
R4336,39.267822,-38.564761,customer
R4337,40.269646,-43.198584,internal
R4338,42.572125,-43.178825,customer
R4339,38.030473,-43.332493,customer
R4340,42.625862,-37.758476,customer
R4341,40.595644,-41.397673,customer
R4342,38.574190,-40.025044,internal
R4343,38.068133,-41.991649,customer
R4344,39.029642,-38.987489,customer
R4345,40.266210,-37.753424,customer
R4346,42.321532,-42.425043,customer
R4347,37.842720,-42.016545,customer
R4348,41.675504,-37.716965,customer
R4349,39.162671,-40.599783,customer
R4350,40.049597,-40.074423,customer
R4351,38.629349,-42.419927,customer
R4352,37.855374,-38.095039,customer
R4353,39.674914,-39.280266,customer
R4354,41.584743,-37.698910,customer
R4355,40.581123,-44.269775,customer
R4356,42.708431,-40.767478,internal
R4357,38.368271,-38.519013,customer
R4358,38.148587,-44.300360,customer
R4359,39.379458,-38.493153,customer
R4360,40.328997,-38.122540,customer
R4361,37.878604,-39.722119,customer
R4362,39.069741,-42.518511,internal
R4363,38.848777,-39.606891,internal
R4364,37.283049,-39.976434,internal
R4365,43.455530,-40.587264,customer
R4366,39.219875,-42.452485,internal
R4367,39.093912,-42.058821,customer
R4368,41.122082,-43.306278,customer
R4369,37.120511,-39.516285,customer
R4370,36.885754,-39.687616,customer
R4371,41.421096,-37.646221,internal
R4372,41.217513,-44.011982,customer
R4373,39.543234,-44.198908,internal
R4374,37.692668,-42.942995,customer
R4375,38.109364,-42.860446,customer
R4376,41.094314,-38.484498,customer
R4377,40.578213,-44.275879,customer
R4378,39.306711,-43.597204,internal
R4379,39.985652,-44.129508,customer
R4380,38.508490,-42.542483,customer
R4381,39.209794,-40.948110,customer
R4382,39.171505,-38.691459,customer
R4383,37.974360,-48.727133,internal
R4384,40.559498,-36.779186,internal
R4385,39.502044,-44.813301,internal
